flight_id,date,origin,dest,distance_nm,aircraft_type,takeoff_weight_klbs,headwind_kt,month,day_of_week,actual_trip_fuel_kg
FL010984,2024-06-18,SFO,SEA,680,B737,124.2,40.0,6,1,6089.0
FL011960,2024-06-18,ATL,MIA,595,B738,138.3,4.9,6,1,5067.0
FL009969,2024-06-18,JFK,LHR,3020,A321,140.3,-9.0,6,1,28332.0
FL010262,2024-06-18,ORD,DFW,720,B737,120.8,-14.7,6,1,5883.0
FL010255,2024-06-18,JFK,LAX,2145,B737,123.9,27.7,6,1,18389.0
FL005085,2024-06-18,DFW,DEN,560,B737,124.4,21.0,6,1,4867.0
FL008288,2024-06-18,JFK,LAX,2145,B738,118.0,-4.8,6,1,17586.0
FL009295,2024-06-18,BOS,ORD,720,A321,142.7,12.4,6,1,6708.0
FL006814,2024-06-18,ORD,DFW,720,B737,122.6,34.4,6,1,6611.0
FL008993,2024-06-18,JFK,LAX,2145,B789,315.2,30.5,6,1,33551.0
FL008003,2024-06-18,SEA,DEN,890,B789,329.0,30.4,6,1,13728.0
FL012411,2024-06-18,DFW,DEN,560,B789,299.2,26.0,6,1,8615.0
FL006860,2024-06-18,JFK,MIA,1090,B738,139.2,23.6,6,1,10158.0
FL013987,2024-06-18,JFK,LHR,3020,A321,136.0,15.9,6,1,28237.0
FL002914,2024-06-18,JFK,LAX,2145,A320,131.4,23.8,6,1,17366.0
FL008730,2024-06-18,DFW,DEN,560,B789,337.9,28.8,6,1,8869.0
FL001352,2024-06-19,DFW,DEN,560,A321,138.9,17.8,6,2,5021.0
FL005380,2024-06-19,SEA,DEN,890,B738,125.0,-2.6,6,2,8056.0
FL003367,2024-06-19,SFO,SEA,680,B737,113.3,-11.4,6,2,5221.0
FL012260,2024-06-19,SEA,DEN,890,A320,116.9,1.7,6,2,7325.0
FL005468,2024-06-19,SFO,SEA,680,B789,302.9,-24.1,6,2,10058.0
FL001590,2024-06-19,DFW,DEN,560,A320,119.4,17.3,6,2,5147.0
FL012333,2024-06-19,JFK,LAX,2145,A321,134.5,31.2,6,2,22324.0
FL000435,2024-06-19,JFK,LHR,3020,B737,116.5,36.9,6,2,27221.0
FL000228,2024-06-19,JFK,LHR,3020,B738,118.5,-14.2,6,2,26068.0
FL006043,2024-06-19,JFK,LAX,2145,A321,124.9,16.4,6,2,18733.0
FL004922,2024-06-19,ORD,DFW,720,B737,121.2,12.1,6,2,6073.0
FL002799,2024-06-19,BOS,ORD,720,B789,316.9,29.5,6,2,11224.0
FL012344,2024-06-19,BOS,ORD,720,B789,336.9,10.6,6,2,11005.0
FL004945,2024-06-19,SFO,SEA,680,B738,126.8,7.4,6,2,6051.0
FL003150,2024-06-19,SEA,DEN,890,B737,118.6,0.5,6,2,7789.0
FL002040,2024-06-19,ORD,DFW,720,B737,131.1,43.7,6,2,6488.0
FL013201,2024-06-19,ORD,DFW,720,A320,130.3,-12.0,6,2,5960.0
FL009442,2024-06-20,DFW,DEN,560,A320,125.2,6.6,6,3,4734.0
FL012159,2024-06-20,BOS,ORD,720,B737,114.6,1.9,6,3,6010.0
FL001237,2024-06-20,LAX,SFO,300,A321,139.7,-2.8,6,3,2753.0
FL009590,2024-06-20,ORD,DFW,720,B737,117.2,12.3,6,3,6129.0
FL006270,2024-06-20,JFK,LAX,2145,B738,135.4,-13.0,6,3,17048.0
FL005729,2024-06-20,BOS,ORD,720,A321,123.9,6.4,6,3,6428.0
FL008071,2024-06-20,ATL,MIA,595,A320,120.0,7.6,6,3,4920.0
FL006781,2024-06-20,ATL,MIA,595,B789,331.9,29.0,6,3,9392.0
FL007509,2024-06-20,SFO,SEA,680,B789,323.8,7.4,6,3,10396.0
FL001708,2024-06-20,JFK,MIA,1090,A321,127.9,4.5,6,3,9777.0
FL013457,2024-06-20,LAX,SFO,300,A320,128.5,24.4,6,3,2753.0
FL011823,2024-06-20,ATL,MIA,595,B738,131.4,10.0,6,3,5269.0
FL012101,2024-06-20,SEA,DEN,890,B737,115.7,17.1,6,3,7620.0
FL001426,2024-06-20,JFK,LAX,2145,B789,310.5,-1.1,6,3,32417.0
FL010492,2024-06-20,JFK,LAX,2145,A320,113.3,13.8,6,3,17947.0
FL006110,2024-06-20,DFW,DEN,560,A320,129.9,-8.1,6,3,4261.0
FL011261,2024-06-20,JFK,MIA,1090,A321,128.3,-3.5,6,3,9714.0
FL013400,2024-06-20,JFK,MIA,1090,B738,132.6,27.3,6,3,9902.0
FL011667,2024-06-20,BOS,ORD,720,B789,327.0,-19.0,6,3,11383.0
FL014866,2024-06-20,ORD,DFW,720,B737,113.9,-0.3,6,3,5650.0
FL001539,2024-06-20,SEA,DEN,890,B789,316.6,29.1,6,3,12870.0
FL006760,2024-06-20,ATL,MIA,595,B737,120.8,8.7,6,3,5092.0
FL001824,2024-06-20,JFK,LAX,2145,A321,139.1,20.2,6,3,20451.0
FL005460,2024-06-20,JFK,MIA,1090,B737,121.9,3.9,6,3,9280.0
FL014007,2024-06-21,JFK,LAX,2145,A321,126.6,19.7,6,4,18985.0
FL010619,2024-06-21,LAX,SFO,300,A320,123.8,-18.5,6,4,2238.0
FL005845,2024-06-21,SFO,SEA,680,B737,128.6,15.4,6,4,6292.0
FL011973,2024-06-21,JFK,MIA,1090,A320,120.4,24.3,6,4,9568.0
FL010690,2024-06-21,SEA,DEN,890,A320,132.3,1.0,6,4,7383.0
FL010826,2024-06-21,LAX,SFO,300,B738,136.1,-40.0,6,4,2338.0
FL009280,2024-06-21,DFW,DEN,560,A321,128.6,6.9,6,4,5181.0
FL003721,2024-06-21,JFK,LHR,3020,A321,138.6,43.0,6,4,30249.0
FL011950,2024-06-21,LAX,SFO,300,B738,139.2,-6.3,6,4,2581.0
FL009796,2024-06-21,JFK,LHR,3020,A320,121.6,-11.7,6,4,23843.0
FL002213,2024-06-21,JFK,MIA,1090,B738,140.3,5.7,6,4,8932.0
FL001224,2024-06-21,JFK,MIA,1090,A320,130.6,13.8,6,4,9439.0
FL006837,2024-06-21,SFO,SEA,680,A321,137.9,25.4,6,4,6839.0
FL011659,2024-06-21,ORD,DFW,720,A321,124.9,14.3,6,4,7068.0
FL002073,2024-06-21,SFO,SEA,680,B737,123.1,40.5,6,4,6143.0
FL004278,2024-06-21,SFO,SEA,680,A320,117.9,37.5,6,4,5915.0
FL000060,2024-06-21,SEA,DEN,890,B737,129.9,13.7,6,4,7645.0
FL009331,2024-06-21,SEA,DEN,890,B738,132.0,-24.6,6,4,6806.0
FL004070,2024-06-21,JFK,LHR,3020,B789,323.6,4.4,6,4,45746.0
FL000068,2024-06-21,BOS,ORD,720,A321,130.7,-11.0,6,4,6174.0
FL010024,2024-06-22,JFK,MIA,1090,A320,122.4,-7.1,6,5,9155.0
FL000082,2024-06-22,BOS,ORD,720,B737,127.3,-5.4,6,5,5722.0
FL012274,2024-06-22,ORD,DFW,720,A320,113.3,-17.7,6,5,5554.0
FL013356,2024-06-22,SEA,DEN,890,A320,128.4,6.1,6,5,7560.0
FL006883,2024-06-22,DFW,DEN,560,A321,127.9,-5.0,6,5,4666.0
FL008327,2024-06-22,ORD,DFW,720,B737,113.6,56.6,6,5,7194.0
FL000080,2024-06-22,DFW,DEN,560,A321,139.5,12.9,6,5,4994.0
FL011996,2024-06-22,JFK,LHR,3020,B737,120.8,25.2,6,5,26887.0
FL012754,2024-06-22,LAX,SFO,300,A321,128.8,9.0,6,5,2663.0
FL002373,2024-06-22,ATL,MIA,595,B738,121.2,0.7,6,5,4968.0
FL006862,2024-06-22,JFK,MIA,1090,B737,122.2,-13.3,6,5,8504.0
FL014885,2024-06-22,ATL,MIA,595,B738,139.0,20.1,6,5,5209.0
FL010677,2024-06-22,ORD,DFW,720,B789,322.0,16.7,6,5,11236.0
FL010969,2024-06-22,ATL,MIA,595,A320,119.2,11.1,6,5,4931.0
FL008011,2024-06-22,ATL,MIA,595,B789,303.0,27.6,6,5,9184.0
FL002773,2024-06-22,SEA,DEN,890,A321,143.0,30.0,6,5,8298.0
FL010869,2024-06-22,ATL,MIA,595,B737,126.6,31.0,6,5,5455.0
FL003306,2024-06-22,JFK,LHR,3020,A320,114.1,10.5,6,5,24720.0
FL007584,2024-06-22,JFK,MIA,1090,A321,143.8,2.7,6,5,9808.0
FL013940,2024-06-22,ATL,MIA,595,B789,301.0,14.2,6,5,9675.0
FL012932,2024-06-22,JFK,MIA,1090,B737,124.8,26.2,6,5,9787.0
FL009570,2024-06-22,JFK,LHR,3020,B738,126.3,3.0,6,5,25108.0
FL004392,2024-06-22,BOS,ORD,720,B738,135.9,12.9,6,5,6104.0
FL011900,2024-06-23,SFO,SEA,680,B738,121.2,28.4,6,6,6187.0
FL004208,2024-06-23,JFK,LAX,2145,A320,129.3,6.5,6,6,17596.0
FL011305,2024-06-23,BOS,ORD,720,A321,126.8,10.1,6,6,6818.0
FL013384,2024-06-23,JFK,MIA,1090,B738,130.5,22.7,6,6,9552.0
FL010976,2024-06-23,JFK,LAX,2145,A320,120.2,-10.3,6,6,17576.0
FL006517,2024-06-23,ORD,DFW,720,A321,130.0,8.7,6,6,6613.0
FL009444,2024-06-23,SFO,SEA,680,B737,131.7,5.8,6,6,5902.0
FL012864,2024-06-23,ATL,MIA,595,A320,114.0,-36.2,6,6,4562.0
FL005557,2024-06-23,ORD,DFW,720,A320,129.6,-9.4,6,6,5692.0
FL005977,2024-06-23,JFK,LAX,2145,B738,127.3,8.8,6,6,18771.0
FL013075,2024-06-23,JFK,MIA,1090,A321,126.7,15.4,6,6,10129.0
FL004023,2024-06-23,JFK,LHR,3020,B738,132.0,1.5,6,6,25402.0
FL007623,2024-06-23,DFW,DEN,560,B737,132.1,22.8,6,6,4993.0
FL008846,2024-06-23,LAX,SFO,300,B737,120.7,31.5,6,6,2642.0
FL011561,2024-06-23,SFO,SEA,680,B738,134.7,70.9,6,6,6921.0
FL004921,2024-06-23,JFK,LAX,2145,A320,116.1,-9.9,6,6,16496.0
FL009882,2024-06-23,DFW,DEN,560,B738,137.9,31.6,6,6,4837.0
FL005747,2024-06-23,ATL,MIA,595,B738,128.4,9.4,6,6,5420.0
FL009567,2024-06-23,SFO,SEA,680,B738,132.6,0.4,6,6,6065.0
FL003001,2024-06-23,ORD,DFW,720,A321,131.3,2.4,6,6,6965.0
FL010695,2024-06-23,BOS,ORD,720,B738,126.7,37.5,6,6,6583.0
FL012602,2024-06-23,BOS,ORD,720,B738,119.4,18.5,6,6,6021.0
FL011664,2024-06-24,JFK,LAX,2145,A320,117.5,9.3,6,0,17312.0
FL013995,2024-06-24,JFK,LHR,3020,A320,114.9,19.3,6,0,27131.0
FL014894,2024-06-24,JFK,MIA,1090,A320,119.6,20.1,6,0,9426.0
FL004297,2024-06-24,BOS,ORD,720,B789,301.7,-3.7,6,0,11250.0
FL012291,2024-06-24,ATL,MIA,595,A320,122.0,36.8,6,0,5758.0
FL007471,2024-06-24,BOS,ORD,720,B789,316.2,-0.6,6,0,10463.0
FL000615,2024-06-24,SEA,DEN,890,B737,132.8,39.1,6,0,8015.0
FL013976,2024-06-24,JFK,LAX,2145,B789,301.8,18.4,6,0,34222.0
FL008412,2024-06-24,LAX,SFO,300,B737,123.8,-6.9,6,0,2719.0
FL005740,2024-06-24,SEA,DEN,890,B789,319.0,-15.0,6,0,13125.0
FL007757,2024-06-24,SFO,SEA,680,A320,114.4,-1.6,6,0,5652.0
FL002127,2024-06-24,DFW,DEN,560,B789,342.5,17.6,6,0,8408.0
FL002118,2024-06-24,JFK,LAX,2145,A320,132.0,-24.5,6,0,16131.0
FL011404,2024-06-24,JFK,MIA,1090,A321,141.1,-0.1,6,0,9311.0
FL009179,2024-06-24,JFK,LHR,3020,B789,325.4,18.9,6,0,48074.0
FL009274,2024-06-24,JFK,LAX,2145,B737,112.4,-0.8,6,0,16827.0
FL000894,2024-06-24,ATL,MIA,595,B789,306.3,-10.6,6,0,8292.0
FL008311,2024-06-24,SEA,DEN,890,A320,113.6,-26.3,6,0,6739.0
FL004989,2024-06-24,SFO,SEA,680,B738,139.2,11.9,6,0,5912.0
FL006072,2024-06-24,BOS,ORD,720,A321,124.7,12.4,6,0,6786.0
FL004840,2024-06-25,DFW,DEN,560,B738,126.5,25.1,6,1,5207.0
FL001675,2024-06-25,JFK,LAX,2145,A320,126.4,2.0,6,1,17389.0
FL000215,2024-06-25,BOS,ORD,720,B789,320.1,16.1,6,1,11335.0
FL000592,2024-06-25,SFO,SEA,680,A321,127.9,9.6,6,1,5966.0
FL012903,2024-06-25,JFK,LAX,2145,A321,142.7,27.2,6,1,20415.0
FL004526,2024-06-25,BOS,ORD,720,B738,132.7,15.8,6,1,6418.0
FL013826,2024-06-25,BOS,ORD,720,B737,129.7,29.6,6,1,6339.0
FL008168,2024-06-25,JFK,LAX,2145,B738,119.8,19.7,6,1,18412.0
FL010626,2024-06-25,SEA,DEN,890,A321,123.6,19.3,6,1,8785.0
FL012534,2024-06-25,JFK,LHR,3020,B737,116.6,12.3,6,1,27280.0
FL007579,2024-06-25,ORD,DFW,720,A320,125.4,2.1,6,1,6065.0
FL005438,2024-06-25,ORD,DFW,720,B737,123.2,16.4,6,1,6059.0
FL005602,2024-06-25,JFK,MIA,1090,A320,123.4,11.5,6,1,9255.0
FL006148,2024-06-26,DFW,DEN,560,A321,129.4,24.3,6,2,5737.0
FL013335,2024-06-26,SEA,DEN,890,B738,140.8,-21.1,6,2,7488.0
FL012499,2024-06-26,JFK,LAX,2145,B789,343.9,5.0,6,2,33662.0
FL011031,2024-06-26,JFK,LHR,3020,B737,117.1,17.1,6,2,25642.0
FL007010,2024-06-26,JFK,LHR,3020,A321,138.5,11.3,6,2,27131.0
FL009729,2024-06-26,ORD,DFW,720,A321,133.0,1.2,6,2,6530.0
FL005941,2024-06-26,BOS,ORD,720,A320,119.5,-22.1,6,2,5454.0
FL008823,2024-06-26,SEA,DEN,890,A320,122.9,11.5,6,2,7595.0
FL000652,2024-06-26,SEA,DEN,890,A320,118.1,-7.5,6,2,7376.0
FL002823,2024-06-26,LAX,SFO,300,A321,125.1,27.4,6,2,2919.0
FL010221,2024-06-26,LAX,SFO,300,A321,133.1,31.4,6,2,2879.0
FL013684,2024-06-26,SFO,SEA,680,B738,130.1,34.2,6,2,6297.0
FL012078,2024-06-26,JFK,LHR,3020,B738,127.3,-17.2,6,2,24185.0
FL006016,2024-06-26,JFK,LAX,2145,B737,122.5,2.2,6,2,17587.0
FL014022,2024-06-26,ATL,MIA,595,B789,324.1,-24.0,6,2,8742.0
FL007512,2024-06-26,DFW,DEN,560,A320,116.8,-12.2,6,2,4860.0
FL000289,2024-06-26,JFK,LAX,2145,A321,141.6,-28.3,6,2,18218.0
FL010046,2024-06-26,JFK,LHR,3020,B738,134.1,-49.2,6,2,22731.0
FL000971,2024-06-26,JFK,MIA,1090,B738,121.5,8.7,6,2,9536.0
FL008791,2024-06-26,SFO,SEA,680,A320,129.1,-20.3,6,2,5274.0
FL013047,2024-06-27,JFK,LAX,2145,B738,138.4,15.3,6,3,17635.0
FL003650,2024-06-27,LAX,SFO,300,A321,124.9,36.7,6,3,2930.0
FL008454,2024-06-27,SFO,SEA,680,A320,116.8,-5.3,6,3,5393.0
FL008639,2024-06-27,JFK,LAX,2145,A320,120.0,21.7,6,3,19055.0
FL014878,2024-06-27,LAX,SFO,300,A320,115.1,5.1,6,3,2437.0
FL004499,2024-06-27,SEA,DEN,890,B789,341.9,18.4,6,3,14248.0
FL009359,2024-06-27,SEA,DEN,890,B737,131.3,10.0,6,3,7250.0
FL009569,2024-06-27,LAX,SFO,300,A320,115.9,7.1,6,3,2637.0
FL004031,2024-06-27,LAX,SFO,300,A320,116.8,15.0,6,3,2520.0
FL004640,2024-06-27,ORD,DFW,720,A321,133.0,-2.3,6,3,6732.0
FL003141,2024-06-27,LAX,SFO,300,B738,134.1,14.4,6,3,2733.0
FL007994,2024-06-27,SEA,DEN,890,A320,124.6,7.7,6,3,7572.0
FL013233,2024-06-27,JFK,LAX,2145,B737,128.0,18.2,6,3,18962.0
FL006468,2024-06-27,BOS,ORD,720,B738,140.9,-6.2,6,3,6282.0
FL013986,2024-06-27,ATL,MIA,595,A321,133.4,7.4,6,3,5749.0
FL005115,2024-06-27,DFW,DEN,560,A320,129.7,39.7,6,3,4947.0
FL003969,2024-06-27,JFK,LAX,2145,A320,113.1,-17.5,6,3,16349.0
FL010033,2024-06-28,ATL,MIA,595,A321,142.2,3.2,6,4,5635.0
FL005168,2024-06-28,LAX,SFO,300,A320,113.5,-11.4,6,4,2605.0
FL007741,2024-06-28,JFK,MIA,1090,B738,120.0,26.1,6,4,9903.0
FL012172,2024-06-28,LAX,SFO,300,A321,138.4,11.4,6,4,2794.0
FL009024,2024-06-28,JFK,LHR,3020,B789,304.4,19.4,6,4,47985.0
FL009565,2024-06-28,ORD,DFW,720,B738,127.1,18.7,6,4,6298.0
FL000661,2024-06-28,JFK,LAX,2145,A321,123.9,0.8,6,4,18412.0
FL011528,2024-06-28,LAX,SFO,300,B738,135.5,16.6,6,4,2820.0
FL013786,2024-06-28,LAX,SFO,300,A320,117.8,8.2,6,4,2532.0
FL006277,2024-06-28,ORD,DFW,720,B737,129.9,-13.3,6,4,5613.0
FL000814,2024-06-28,JFK,LAX,2145,B737,117.1,23.5,6,4,19643.0
FL013177,2024-06-28,SFO,SEA,680,A320,115.8,11.6,6,4,5681.0
FL012875,2024-06-28,JFK,MIA,1090,B737,129.0,-6.9,6,4,8466.0
FL010206,2024-06-28,JFK,LHR,3020,B789,313.2,21.5,6,4,46866.0
FL008593,2024-06-28,DFW,DEN,560,B789,331.5,22.0,6,4,8797.0
FL013003,2024-06-28,SFO,SEA,680,B738,119.4,1.7,6,4,5842.0
FL006026,2024-06-28,SEA,DEN,890,B737,122.1,-4.8,6,4,7612.0
FL011572,2024-06-28,ATL,MIA,595,B737,114.2,21.8,6,4,5518.0
FL000381,2024-06-28,SEA,DEN,890,A321,142.4,-14.5,6,4,7797.0
FL012238,2024-06-28,JFK,LHR,3020,B789,321.7,14.8,6,4,46913.0
FL001881,2024-06-28,SFO,SEA,680,B789,323.8,-24.8,6,4,10286.0
FL000055,2024-06-28,JFK,MIA,1090,B789,335.7,60.3,6,4,17021.0
FL009060,2024-06-28,ORD,DFW,720,A320,120.9,6.0,6,4,5989.0
FL001041,2024-06-28,SEA,DEN,890,A321,137.7,-11.9,6,4,7703.0
FL001559,2024-06-28,DFW,DEN,560,A320,118.4,-2.7,6,4,4690.0
FL001038,2024-06-28,JFK,LHR,3020,B737,124.9,31.3,6,4,25679.0
FL011370,2024-06-29,LAX,SFO,300,A320,125.3,48.0,6,5,2849.0
FL005744,2024-06-29,JFK,LHR,3020,B737,119.5,-15.4,6,5,24494.0
FL012853,2024-06-29,JFK,LHR,3020,A321,125.9,17.1,6,5,27597.0
FL008711,2024-06-29,DFW,DEN,560,B738,121.0,-10.3,6,5,4467.0
FL009006,2024-06-29,SEA,DEN,890,B737,129.2,-5.5,6,5,7114.0
FL000756,2024-06-29,ATL,MIA,595,A321,134.9,-10.4,6,5,5224.0
FL007264,2024-06-29,JFK,LHR,3020,A320,131.3,14.4,6,5,26244.0
FL007468,2024-06-29,LAX,SFO,300,B737,123.0,12.9,6,5,2705.0
FL012988,2024-06-29,DFW,DEN,560,B738,131.4,13.6,6,5,4618.0
FL013419,2024-06-29,DFW,DEN,560,B789,299.0,-12.0,6,5,7995.0
FL001066,2024-06-29,ATL,MIA,595,A320,117.0,-32.3,6,5,4396.0
FL006345,2024-06-29,SFO,SEA,680,B789,343.1,8.4,6,5,10234.0
FL008926,2024-06-29,JFK,LHR,3020,A320,132.1,-18.0,6,5,22564.0
FL002858,2024-06-29,DFW,DEN,560,A321,131.8,4.4,6,5,5249.0
FL010026,2024-06-29,BOS,ORD,720,A321,131.7,13.3,6,5,6647.0
FL005289,2024-06-29,DFW,DEN,560,B738,130.9,17.9,6,5,4998.0
FL012348,2024-06-29,JFK,LHR,3020,B789,311.6,3.1,6,5,46173.0
FL000357,2024-06-29,BOS,ORD,720,A321,130.5,25.0,6,5,6547.0
FL006450,2024-06-29,JFK,MIA,1090,B789,309.9,-6.0,6,5,15609.0
FL013357,2024-06-29,DFW,DEN,560,B738,133.5,4.5,6,5,4934.0
FL004571,2024-06-29,SFO,SEA,680,B738,122.6,48.8,6,5,6526.0
FL008110,2024-06-29,JFK,MIA,1090,B737,127.9,19.1,6,5,9503.0
FL007249,2024-06-29,ATL,MIA,595,A320,129.6,14.1,6,5,5022.0
FL000550,2024-06-29,LAX,SFO,300,A321,133.5,1.2,6,5,2660.0
FL007558,2024-06-29,LAX,SFO,300,A320,126.9,21.7,6,5,2734.0
FL001416,2024-06-29,ORD,DFW,720,B737,131.1,54.3,6,5,7020.0
FL014208,2024-06-29,BOS,ORD,720,B738,130.9,-17.6,6,5,5606.0
FL005856,2024-06-29,JFK,MIA,1090,B789,309.2,10.4,6,5,15847.0
FL006629,2024-06-30,DFW,DEN,560,A321,134.2,47.3,6,6,6029.0
FL004007,2024-06-30,DFW,DEN,560,B738,132.7,-30.9,6,6,4489.0
FL006044,2024-06-30,SEA,DEN,890,A321,137.8,12.3,6,6,8210.0
FL011526,2024-06-30,JFK,LAX,2145,B738,127.4,15.5,6,6,19621.0
FL003819,2024-06-30,LAX,SFO,300,B789,321.3,-8.0,6,6,4655.0
FL011935,2024-06-30,JFK,LHR,3020,A320,113.8,21.1,6,6,25163.0
FL003517,2024-06-30,ATL,MIA,595,A321,132.3,0.2,6,6,5772.0
FL003733,2024-06-30,JFK,LAX,2145,A321,142.8,-4.0,6,6,19480.0
FL002175,2024-06-30,LAX,SFO,300,A321,139.8,23.3,6,6,2820.0
FL001266,2024-06-30,ORD,DFW,720,A320,117.8,-0.7,6,6,6180.0
FL010127,2024-06-30,JFK,LAX,2145,A320,119.2,13.7,6,6,17712.0
FL009394,2024-06-30,JFK,MIA,1090,A321,124.7,6.2,6,6,9404.0
FL001081,2024-06-30,SFO,SEA,680,A321,137.4,-0.1,6,6,5975.0
FL010040,2024-06-30,SFO,SEA,680,A321,133.1,19.5,6,6,6229.0
FL008289,2024-06-30,JFK,LHR,3020,A321,135.9,5.0,6,6,28760.0
FL001652,2024-06-30,LAX,SFO,300,B789,325.3,33.0,6,6,4920.0
FL009216,2024-06-30,JFK,MIA,1090,A320,132.7,-13.7,6,6,8508.0
FL010972,2024-06-30,ATL,MIA,595,B737,127.5,27.6,6,6,5286.0
FL001877,2024-06-30,JFK,LHR,3020,B789,310.9,4.1,6,6,45878.0
FL001783,2024-06-30,ATL,MIA,595,B737,127.2,18.7,6,6,5152.0
FL003238,2024-07-01,JFK,LAX,2145,A320,123.6,47.4,7,0,20091.0
FL012160,2024-07-01,ATL,MIA,595,B737,122.9,-25.3,7,0,4691.0
FL010998,2024-07-01,LAX,SFO,300,A320,123.6,10.3,7,0,2468.0
FL000632,2024-07-01,ORD,DFW,720,A320,122.2,13.0,7,0,5773.0
FL012108,2024-07-01,DFW,DEN,560,B738,133.3,6.4,7,0,4736.0
FL008976,2024-07-01,SEA,DEN,890,B789,338.9,40.8,7,0,15112.0
FL003845,2024-07-01,JFK,LAX,2145,B738,134.9,24.9,7,0,18956.0
FL005590,2024-07-01,BOS,ORD,720,A321,127.9,11.1,7,0,7046.0
FL005782,2024-07-01,JFK,LAX,2145,A321,128.0,31.1,7,0,21240.0
FL002147,2024-07-01,SFO,SEA,680,B789,322.6,4.8,7,0,11011.0
FL002521,2024-07-01,JFK,MIA,1090,B738,118.5,29.7,7,0,9834.0
FL001818,2024-07-01,JFK,LAX,2145,A320,131.8,15.7,7,0,17354.0
FL001381,2024-07-01,JFK,LAX,2145,A320,114.2,4.2,7,0,17492.0
FL014264,2024-07-01,SEA,DEN,890,B738,118.5,33.1,7,0,8517.0
FL003293,2024-07-01,DFW,DEN,560,B737,119.6,-11.8,7,0,4489.0
FL010646,2024-07-01,DFW,DEN,560,B737,124.0,19.7,7,0,5165.0
FL008549,2024-07-01,LAX,SFO,300,A320,129.0,4.6,7,0,2429.0
FL002315,2024-07-01,LAX,SFO,300,B738,118.4,26.8,7,0,2717.0
FL007373,2024-07-01,LAX,SFO,300,A320,116.3,-2.4,7,0,2447.0
FL004500,2024-07-01,LAX,SFO,300,A321,130.7,17.5,7,0,2729.0
FL000217,2024-07-02,JFK,LAX,2145,A320,128.9,37.1,7,1,19233.0
FL011877,2024-07-02,SEA,DEN,890,A320,125.7,30.7,7,1,7764.0
FL004451,2024-07-02,SFO,SEA,680,B738,128.2,43.2,7,1,6681.0
FL000870,2024-07-02,LAX,SFO,300,B789,302.1,-22.9,7,1,4211.0
FL000182,2024-07-02,BOS,ORD,720,A321,138.7,27.8,7,1,6832.0
FL008784,2024-07-02,SFO,SEA,680,B789,340.6,5.8,7,1,10045.0
FL005083,2024-07-02,ATL,MIA,595,B789,330.2,30.2,7,1,9478.0
FL014973,2024-07-02,ORD,DFW,720,A321,137.8,-1.1,7,1,6731.0
FL000608,2024-07-02,ATL,MIA,595,B738,120.3,-12.0,7,1,5107.0
FL007532,2024-07-02,SFO,SEA,680,B738,129.5,54.2,7,1,6582.0
FL010407,2024-07-02,SFO,SEA,680,B738,124.1,20.2,7,1,6777.0
FL004641,2024-07-02,BOS,ORD,720,A321,133.8,-3.6,7,1,6271.0
FL004220,2024-07-02,ORD,DFW,720,B738,136.1,7.1,7,1,6429.0
FL002671,2024-07-02,JFK,MIA,1090,B737,129.3,10.1,7,1,9350.0
FL013588,2024-07-02,SFO,SEA,680,B738,122.7,11.8,7,1,6015.0
FL007834,2024-07-02,DFW,DEN,560,A320,132.1,-8.2,7,1,4691.0
FL013294,2024-07-03,JFK,LAX,2145,A321,143.6,9.5,7,2,18337.0
FL005708,2024-07-03,BOS,ORD,720,B738,120.4,23.0,7,2,6702.0
FL014302,2024-07-03,LAX,SFO,300,A320,116.2,7.8,7,2,2457.0
FL009473,2024-07-03,JFK,MIA,1090,B738,129.8,-19.7,7,2,8674.0
FL000274,2024-07-03,LAX,SFO,300,A320,115.3,-32.5,7,2,2153.0
FL001772,2024-07-03,SEA,DEN,890,B789,341.1,-10.7,7,2,12695.0
FL002168,2024-07-03,LAX,SFO,300,A321,124.4,41.7,7,2,3048.0
FL002176,2024-07-03,JFK,LHR,3020,B737,112.2,3.1,7,2,24523.0
FL000660,2024-07-03,JFK,MIA,1090,B789,336.3,-5.6,7,2,14520.0
FL010006,2024-07-03,LAX,SFO,300,B737,131.0,7.3,7,2,2568.0
FL010917,2024-07-03,JFK,LHR,3020,A321,137.3,-3.8,7,2,26514.0
FL012158,2024-07-03,JFK,LHR,3020,B738,119.9,-13.0,7,2,25948.0
FL010025,2024-07-03,JFK,LAX,2145,A320,124.7,-1.5,7,2,16578.0
FL001730,2024-07-03,JFK,LAX,2145,B738,118.9,8.5,7,2,17613.0
FL007844,2024-07-04,JFK,LHR,3020,B789,340.4,8.5,7,3,44761.0
FL006332,2024-07-04,SEA,DEN,890,B737,126.0,-20.6,7,3,6893.0
FL013451,2024-07-04,SEA,DEN,890,B789,314.1,4.6,7,3,13326.0
FL004504,2024-07-04,BOS,ORD,720,A321,123.7,21.6,7,3,6410.0
FL011827,2024-07-04,ATL,MIA,595,B789,329.7,3.4,7,3,8642.0
FL002722,2024-07-04,ORD,DFW,720,B789,305.9,3.8,7,3,11234.0
FL007457,2024-07-04,LAX,SFO,300,A320,131.5,-0.8,7,3,2407.0
FL007232,2024-07-04,JFK,LHR,3020,B738,140.7,40.4,7,3,28870.0
FL003641,2024-07-04,ORD,DFW,720,A320,120.2,17.2,7,3,6127.0
FL000817,2024-07-04,DFW,DEN,560,B737,129.9,30.1,7,3,5170.0
